NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
200002454016;2020;5;F;1;2;1;2;0;2;1;0;3202405;Guarapari;32;ES;2;1;1;3202405;Guarapari;32;ES;1;1;1;1;599;568;578;590;440.9;484.2;452;370.9;BBCBEDCADAACADDAABBDAEDECADDACECEDEDAEBCDEEBD;AEACADCADEDADBACEDAABAAACBDBABCADCDBACBCAACAA;99999AACADEAACCADABADBAAAEDAAAAAACAADBAABACCADEAAA;DCEDDBDEADBAACDBACAEBDEEBCCCBEECEDCAADCBAEBAC;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;40;40;40;80;40;240;H;B;F;B;4;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;A
200001319081;2020;7;F;1;3;2;1;4;1;;0;;;;;;;;1302603;Manaus;13;AM;1;1;1;1;679;648;658;670;503;514.6;456.4;477.8;CCAAEDBDCEDDBCBDBEBBADCABCDDBCDACCEBDBAAEDACE;CAABBCAECCBCEADCCDCAEABACABEBADEDAACCACEBDEAB;ECAED99999DEBCACEAEBDDBABDBEDABBCCBEBDEDAABEBDBEBB;BCDEACDBDCBCDCABADABEACCDBEDEDBCBADECDCCEEABD;0;AAADECDBEADCCDACXEDCABEEACCDBCECACEABDEBECDBE;DDBDBCEECBAABCDEABCEEAEDCDCBAEDEDCACAABEAEECD;EEEABDDAEDECDCCADDCADEAEEDBDBCCBCEDABDAEAAAEBEBEBA;CDAECAAEBBBCDADEBCECDBEADAADCEAEBDBDBAECBEDBA;1;140;200;120;120;120;700;E;E;B;B;4;B;A;B;C;A;A;B;A;B;B;A;A;A;B;A;A;C;A;A;A
200005602218;2020;7;M;1;2;1;1;2;1;;0;;;;;;;;2506301;Guarabira;25;PB;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;D;C;C;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
200001612966;2020;2;M;1;3;2;3;0;1;;1;;;;;;;;5201108;An�polis;52;GO;1;1;1;1;598;567;577;588;512.9;426;468.2;549.1;CDDAEEDDBCABBEACDDEBDAEBAEAADABCEADBCDDAEACAB;BBDABDCACDBACCBEABDEDAACDCEBDABCEDABBECEDABCC;99999ABDEADDCBBBCEEBDADBCEDECACBDBECBDAEDACBACDDEB;DEADDABCDBBDCAECEBBBAECBBDCDBCEABEBECDCADBCDE;1;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1;80;100;80;80;80;420;D;D;C;C;3;C;A;B;D;A;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
200001129927;2020;15;M;1;5;1;1;14;1;;0;;;;;;;;2927408;Salvador;29;BA;1;0;0;1;701;;;697;465.8;;;396.8;ADCCDDDDECAAEBABCCDCCABDCDCECACCCBEDEEEDCBCBD;;;EDBCABDADBDCDDECCAAEBDDCEDDACDBCABAADCECECDBD;1;ABCEBABCDACCDBBCDABDBEEEBECACCCDAEDBCEADDAEBD;;;DABDBAABBEABDBCCCECADCBAEBACEXBDECEEADCDBAABE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200003155915;2020;3;M;1;3;1;1;1;1;;0;;;;;;;;2609600;Olinda;26;PE;1;1;1;1;600;570;579;589;585.3;578.4;546.5;734.5;DCEADCCADBBDCEACEABEBCCEAAEDEEAECDCAECDDEDEED;BBDBDEEAEDEDADAEEBDDDADCDCCBBBECDDCCACECBCADE;AAECC99999DCEBCEADAADABBDBACADABCECDEEABECDAADBDDA;CAECDABECCCADBACCDBEBEDCCBACDDABEDCEE*ACBDCCA;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1;160;180;200;160;200;900;C;E;B;B;3;D;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;D;A;A;B
200002578698;2020;12;F;1;2;1;1;14;1;;0;;;;;;;;2111300;S�o Lu�s;21;MA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;C;B;2;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;C;A;B;B
200005949967;2020;5;M;1;1;1;1;2;1;;0;;;;;;;;2304400;Fortaleza;23;CE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;H;F;B;4;F;A;C;E;B;A;B;A;B;A;B;A;A;B;A;B;D;A;B;B
200001388215;2020;2;M;1;3;1;3;0;1;;1;;;;;;;;1600303;Macap�;16;AP;1;1;1;1;597;569;580;587;454.9;500;517.8;599.4;CDDACEEABDDEAEEDDBABBEBCEDACCDEAADDBAADCCDCAE;AEECDAADECBBBACCDCEDCBAEDBCABAEAAADAA*EDACCBE;99999DACBAABCABDACEADADBCAECAAEBAECBDAECDDAACBCACA;ADDCBBEDBDEEDAEADEDEEABADCBAEADBBEDCCABAEBABC;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;80;120;100;120;120;540;B;B;B;B;3;B;A;B;B;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;A
200005059841;2020;11;F;1;3;1;1;10;1;;0;;;;;;;;2908101;Cocos;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;E;A;B;2;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;B
200002186164;2020;2;F;1;3;1;2;0;2;1;0;3304557;Rio de Janeiro;33;RJ;2;1;1;3304557;Rio de Janeiro;33;RJ;1;1;1;1;599;568;578;590;471.8;535.4;554.2;538.6;BCCBEABCEECCAACCBBDAACCDEDCBCDBDAABDBDDABCEBC;ABDCACCAEDAAECDCEDCAEAECAAAEDCDAEABEABDBDDDEB;99999ADDBBABBDCCDACADAEBAEAACEBADDADDAACCCCCADEBBB;ABDBCCCCBEAAADDBBDACCAEDCEECCDDECCCDDBDCEDADC;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;120;120;120;120;80;560;C;C;B;B;2;B;A;B;C;A;A;B;B;A;A;B;A;A;C;A;A;C;A;B;B
200004434310;2020;5;F;1;2;1;1;0;1;;0;;;;;;;;2800308;Aracaju;28;SE;1;1;1;1;701;690;694;697;511.4;471.1;530.3;416.9;AABBDADDBDBCCEBACDBEBBBBBDCBEADACEBCEAADBABAA;ADDAAAEAEECDCACDCBBCBCCCBCBDBAAAECCADDDCDDDAA;99999EBDBABCCADECCDDADDEDACCAABBCABDDCAADBDAACEAAD;EBABBCEEDACEDAABADBABBCEDAEAEBBEDBECDBAEABCBC;1;ABCEBABCDACCDBBCDABDBEEEBECACCCDAEDBCEADDAEBD;DBADDCDEEBCABDAEBBBCDABDCBBAAECBEDCBADBBDBDAC;99999ECDBDBDCADAACDAABEBCABEAACBEDBBBEECCBCBECEEAD;DABDBAABBEABDBCCCECADCBAEBACEXBDECEEADCDBAABE;1;120;40;80;80;20;340;;;;;;;;;;;;;;;;;;;;;;;;;
200006293124;2020;5;M;1;3;1;1;3;1;;0;;;;;;;;2709301;Uni�o dos Palmares;27;AL;1;1;1;1;597;569;580;587;485.6;482.9;541.7;392;ECBCEDBCCCADAEDACEEEBCECCDCECBACEACBCCBDCDADC;AEABCADCCDACDECEDDBAACACEABAACCEAABCBAEDDDCBD;99999EAECDDACDBDADBBAADBEAABCADEAAAADAAEDDDAADCCAD;BEDDEDEDCCDCBDCBCACDDCAAADBBEDECAEAEBCBEDADBE;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;120;120;120;120;80;560;B;A;C;A;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
200003327190;2020;13;F;1;3;1;1;14;1;;0;;;;;;;;2611606;Recife;26;PE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200004339238;2020;5;F;1;3;1;1;2;1;;0;;;;;;;;3550308;S�o Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;C;B;2;C;A;B;C;A;A;B;A;B;A;B;A;A;B;B;A;C;A;A;B
200002760431;2020;5;M;1;1;1;1;2;1;;0;;;;;;;;3541307;Presidente Epit�cio;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;F;C;B;3;B;A;B;C;A;B;B;B;A;A;B;A;A;B;A;A;C;A;B;B
200003841518;2020;13;F;3;3;1;1;14;1;;0;;;;;;;;2304400;Fortaleza;23;CE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200003838320;2020;7;F;1;3;1;1;5;1;;0;;;;;;;;3301702;Duque de Caxias;33;RJ;1;1;1;1;700;688;692;696;494.9;520.7;545.7;411.8;EABBECAEAEDEBBBEEEADDBDAACEAEEBABAECECBEACDCC;ADBDAAEBDACDDCDBCBDEEDDEDCAEBDEDDDDBEDBACBABE;99999AEECDCAEABBBEEBBCEEEEACDBDCAEAACBABBEDCCEDEDA;ECBDEBDCDDABAEBBEAABCBDDACACDDADEDCBDAADBCBBE;1;BDECCACBEBDEAEDAECCBAEABCCEADDBBCADCBDDEBDBAC;DABCCAECBABECADBDCCABDBCDDAABDBAEBEBBDBDDBDBE;99999BDCEDAEEABCBABBBBDCEEEADCCBECEACBADBCDDBCAEAA;EBDBXCCDAEECBAABABAEDDEDAECBCDCADEEBBABBACBCA;1;120;120;120;120;120;600;;;;;;;;;;;;;;;;;;;;;;;;;
200004788015;2020;16;M;2;3;1;1;0;1;;0;;;;;;;;2208403;Piripiri;22;PI;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;B;A;A;3;A;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;A
200002108921;2020;8;F;1;2;1;1;6;1;;0;;;;;;;;2927408;Salvador;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200002691368;2020;6;M;1;3;1;1;1;1;;0;;;;;;;;3205309;Vit�ria;32;ES;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200003202589;2020;4;F;1;1;1;1;2;1;;0;;;;;;;;2606408;Gravat�;26;PE;1;1;1;1;597;569;580;587;598.9;649.9;602;701.4;DDEEBBDCAECEAADCCCADCBDEBDDCADACCDBAEEBDBDACB;DECDAEDBDEC*BCBDDCBACDAAAEACBCDDAABEAEECACABD;99999EEAADDBBBBEAEBAEADBBCEDCADBAEAADEEBEEBDAACCCD;DACCBCEDCDECCEBBABABDBDCACBEBBABDCCDAEBAEBADC;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;160;180;200;200;200;940;E;C;F;A;2;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;B;B
200002706142;2020;4;F;1;2;1;1;2;1;;0;;;;;;;;3550308;S�o Paulo;35;SP;1;1;1;1;598;567;577;588;529.2;599.4;632.4;479.3;EAEEDECCBEBBDCDDBDBEDBEEABDCADDEDDDCACDBBCCBA;DBCCCBDCADDCECEEAECBEDCEACBCCCBABDCCBADCBBCDB;DAEAC99999CEDACBAEABDDACDAACDBDDDCBEBACAEEBCEDADBC;AEECACDABBEABABCCBABCBBADEBDECABDDCBCBCADCABD;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1;120;200;120;120;120;680;E;D;B;B;3;E;A;C;C;A;A;B;B;A;A;B;A;A;B;A;A;D;A;B;B
200006791969;2020;11;M;2;1;1;1;0;1;;0;;;;;;;;5300108;Bras�lia;53;DF;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200003013504;2020;4;F;1;1;1;1;2;1;;0;;;;;;;;2304400;Fortaleza;23;CE;1;1;1;1;599;568;578;590;595.9;669.9;580.8;664;CDDDEABAEACCDCAAEBEBAEBECBCDCBDDDAEDAACEDACAB;BDECACCDEDDAABDCDDEBBEEDBCCEAEDADABECABEDBDEE;CADAA99999CEBBECDBCADABBCAEACAAAEDDDDAACBCAEADDBBE;CBBCABDDCECACEBEBABCCACCAEEAAECDBCAEAABAADBDC;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;160;40;40;120;40;400;D;D;B;B;4;D;A;B;C;B;A;B;B;B;A;A;A;B;B;A;A;E;A;B;B
200004309502;2020;5;F;1;3;1;1;3;1;;0;;;;;;;;2918407;Juazeiro;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;D;A;A;7;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;B;A;B
200004090925;2020;12;F;1;1;1;1;0;1;;0;;;;;;;;4309209;Gravata�;43;RS;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;C;B;2;A;A;B;C;A;A;B;B;B;A;B;A;B;C;A;A;C;A;B;B
200003043997;2020;3;F;1;2;1;2;0;2;1;0;;;;;;;;2908200;Concei��o da Feira;29;BA;1;1;1;1;597;569;580;587;615.9;651;628.9;517.2;DCDACADCDDAEAEDCCDEDEDDBDEDCABECCDEBCBBBCDCAD;DECCAAEBDCCABBCDDCEDCDBCADECBCDDAADDACBCACCBD;AECAA99999CBABBEBECADADBDBCEAEDDAADCDDEBDEBDACCAEA;CAADABECDBACCBE.ACBDC*ACBDEBDCAEBCADBBCABEACB;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;120;140;120;140;180;700;D;D;B;C;3;B;A;B;C;A;A;B;B;B;A;B;A;B;B;A;A;C;A;B;B
200006475325;2020;11;F;1;1;1;1;8;1;;0;;;;;;;;4314407;Pelotas;43;RS;0;1;1;0;;568;578;;;578.5;548.1;;;CDDCEEBBEDDACBDCDBDACEEAABCCDCDBDEDDBCACCCABE;99999DCEEEEDBDEEDAEDAACBCEEDEBDABDBDCDAAACCCCEDEBC;;1;;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;;1;140;120;120;140;40;560;H;C;F;B;2;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
200006494737;2020;4;F;0;2;1;1;2;1;;0;;;;;;;;1502202;Capanema;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;E;A;B;4;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
200003096603;2020;3;F;1;2;1;2;0;2;1;0;5300108;Bras�lia;53;DF;2;1;1;5300108;Bras�lia;53;DF;1;1;1;1;599;568;578;590;492.2;556.1;619.7;473.5;CBEACCCB.AEECDDECECBDE.DAE.CADEDCADDCECD.ACBB;ADDEEECEAD.ADBDCDDEACDDD.ECEABDDCAECEC.BDEDEE;99999.AECEAEBAECDACABEBBBEDEEBDCCDB.BAACECA.ADEBBE;B.CBCDCDBBAE.BAADA.CAAEBEEDA.ABDCB.EC.BA.ECAB;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;140;180;140;160;100;720;D;E;B;B;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
200002297104;2020;3;F;1;3;1;2;0;2;1;0;;;;;;;;2402006;Caic�;24;RN;1;1;1;1;599;568;578;590;411.2;397.3;421.8;445.2;BACCACDDCEACDCEACBCABEDDCEBCCCACEDDCBDEBDBBEB;DEAEEDBCDCAABBADACACABAEDBBEADCBCAABAADAEAEAE;99999CCDECAABCCBDEAACBBBDECEAECADCBAADDCACBBBEAAEA;BDECDCCAACABDBDBBAEADCBBCCDCDDAECBDDCBDBBADCE;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;120;200;140;120;140;720;B;E;B;B;3;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
200005456560;2020;7;M;1;3;1;1;5;1;;0;;;;;;;;1501402;Bel�m;15;PA;0;1;1;0;;689;693;;;541.1;568;;;BCEDCCBCDAEBCDBDBEAABCACEBBDBBCADCCDADECDBDEC;EDACD99999BEEDBAEDDCECCABECBAACDDBDACAADADAACDEDBC;;0;;BCEECDBCCDEBDBBBBEAAAEACBCDDDBDDBABDABDDBAABC;EDACD99999BEEDBAEDBCECCACCADCEBBCBEABCADAABBAEDBEA;;1;100;40;40;120;40;340;;;;;;;;;;;;;;;;;;;;;;;;;
200003768597;2020;4;F;1;3;1;1;1;1;;0;;;;;;;;2207702;Parna�ba;22;PI;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;H;H;B;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;C;A;A;E;A;A;B
200002946730;2020;12;F;2;3;1;1;14;1;;0;;;;;;;;2704302;Macei�;27;AL;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;C;B;5;C;A;B;C;B;A;B;A;B;A;A;B;A;B;A;B;B;A;A;B
200004806720;2020;14;F;1;3;1;1;14;1;;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;C;F;B;2;B;A;B;B;A;A;B;B;B;A;B;A;A;B;A;A;C;B;A;B
200004057211;2020;12;F;2;1;1;1;13;1;;0;;;;;;;;3549409;S�o Joaquim da Barra;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;F;E;A;B;3;C;A;B;D;A;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
200002982489;2020;12;F;1;2;1;1;0;1;;0;;;;;;;;3303203;Nil�polis;33;RJ;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;C;B;B;2;C;A;B;B;A;A;B;A;A;A;B;A;A;B;A;A;C;B;A;B
200003421389;2020;10;M;1;2;1;1;5;1;;0;;;;;;;;5300108;Bras�lia;53;DF;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200001702535;2020;4;F;1;3;1;1;2;1;;0;;;;;;;;2803203;Itaporanga d'Ajuda;28;SE;1;1;1;1;597;569;580;587;399.8;516.6;530.9;484.6;EDBDECCBBDEBACBADDABBABEBCCECEADADEAECDDDBBCA;BEBECACCAABADBCADEEDEDBDCBDAEAADACCEBECCAACBE;99999EDEDCADAAADBCCCBDDBDAEEECDAAEEADDAADEBBDBCCDA;CBCCDADDCBEBBDDDCCACEEDCADDAACEDEADCBABEEBDBE;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;100;80;60;80;20;340;C;C;A;A;6;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
200005912646;2020;13;F;2;3;1;1;14;1;;0;;;;;;;;5214606;Niquel�ndia;52;GO;1;1;1;1;597;569;580;587;547.6;579.2;514.7;568.6;DDDDABDCBDCBAEACCEBCBECDBEACAEACEABCCADABDCBE;DECDAEDACDEABEADDCDABDEBBDAAACDAAAD.DCECBDABD;99999ADEADDDCBEBCCBACADCAACADBCBADCEDDECDDAABBCCDA;AAECBBBDDEDDCBBBDDDACADCCCDBBBABEDBECBBEEBEBC;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;120;160;140;160;180;760;D;G;C;D;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;B;A;A
200004626555;2020;3;M;1;1;1;1;1;1;;0;;;;;;;;3171303;Vi�osa;31;MG;1;1;1;1;597;569;580;587;466.6;474;503.5;555.1;DCACCBBBDDCDAEEACDAEEEDCEBCBACDDEEBCCDCEBDEEA;AEEACADBCDCABDCDABBABDDECEBCACAABDDECEECBADCE;ABDAA99999ABCABEECABAACBCAEEAAECEDAECDABCEADBDCABA;CABDBBDDACBDCBBABCBAACBCDCCCBBCADCBDBDBDEBADC;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;120;120;120;140;140;640;E;E;A;B;4;D;A;C;D;B;B;B;B;B;A;B;A;B;C;A;A;E;A;B;B
200005692553;2020;4;M;1;2;1;1;1;1;;0;;;;;;;;3106200;Belo Horizonte;31;MG;1;1;1;1;598;567;577;588;578.9;596.5;604.6;641.6;DABBEACDACACBEEDCDBEDCAAADACBDBCDCDDCEDBECCCC;AABABDDAAADAECBCEEEAEDDAECACCEEDBDABABDABEBDD;DACAC99999CDAACBDEABADCBDAECEADDDBCEBAEADEACCCADBA;AEDBCECCAECBAACCBEBCDDACDACCEAADCCCEBBBACAEEB;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1;120;180;140;160;160;760;H;H;A;B;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;B;A;C;A;B;B
200004401576;2020;11;F;1;3;1;1;0;1;;0;;;;;;;;3526902;Limeira;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200001284159;2020;3;M;1;3;1;2;0;2;1;0;;;;;;;;2307304;Juazeiro do Norte;23;CE;1;1;1;1;598;567;577;588;561.3;561.7;567.9;636.3;DAEEDEACBCCBECCABDBBDBBAADECCDBCDADCBCDBDECBC;BBEABDEDABDCECBCBCEBEACAECAEABBDDDAACADEDECDA;AADDA99999BADBCABEABDEACDAECECDDABDEBBAABBACAEADBD;EBADAEDCCBCBDACCDCACEDDBABCABBEDCCCEBEBCCCEBC;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1;160;200;160;160;160;840;C;E;B;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
200006051174;2020;4;M;1;1;1;1;1;1;;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;E;C;D;7;F;A;B;D;B;A;B;A;B;A;B;A;A;C;A;B;E;A;A;B
